,Abundance: F1: 128C  Sample  1  C,Abundance: F2: 128C  Sample  2  C,Abundance: F3: 128C  Sample  3  C,Abundance: F1: 12       9C  Sample  1  A,Abundance: F2: 129C  Sample  2  A,Abundance: F3: 129C  Sample  3  A,Abundance: F1: 130C  Sample  1  AB,Abundance: F2: 130C  Sample  2  AB,Abundance: F3: 130C  Sample  3  AB,Abundance: F1: 131  Sample  1  B,Abundance: F2: 131  Sample  2  B,Abundance: F3: 131  Sample  3  B,Abundances Count: F1: 128C  Sample  1  C,Abundances Count: F2: 128C  Sample  2  C,Abundances Count: F3: 128C  Sample  3  C,Abundances Count: F1: 129C  Sample  1  A,Abundances Count: F2: 129C  Sample  2  A,Abundances Count: F3: 129C  Sample  3  A,Abundances Count: F1: 130C  Sample  1  AB,Abundances Count: F2: 130C  Sample  2  AB,Abundances Count: F3: 130C  Sample  3  AB,Abundances Count: F1: 131  Sample  1  B,Abundances Count: F2: 131  Sample  2  B,Abundances Count: F3: 131  Sample  3  B,Found in File: [F1],Found in File: [F2],Found in File: [F3],Found in Fraction: F1.1,Found in Fraction: F1.2,Found in Fraction: F1.3,Found in Fraction: F1.4,Found in Fraction: F1.5,Found in Fraction: F1.6,Found in Fraction: F2.1,Found in Fraction: F2.2,Found in Fraction: F2.3,Found in Fraction: F2.4,Found in Fraction: F2.5,Found in Fraction: F2.6,Found in Fraction: F3.1,Found in Fraction: F3.2,Found in Fraction: F3.3,Found in Fraction: F3.4,Found in Fraction: F3.5,Found in Fraction: F3.6,Found in Sample: [S1] F1: 128C  Sample  1  C,Found in Sample: [S5] F2: 128C  Sample  2  C,Found in Sample: [S9] F3: 128C  Sample  3  C,Found in Sample: [S2] F1: 129C  Sample  1  A,Found in Sample: [S6] F2: 129C  Sample  2  A,Found in Sample: [S10] F3: 129C  Sample  3  A,Found in Sample: [S3] F1: 130C  Sample  1  AB,Found in Sample: [S7] F2: 130C  Sample  2  AB,Found in Sample: [S11] F3: 130C  Sample  3  AB,Found in Sample: [S4] F1: 131  Sample  1  B,Found in Sample: [S8] F2: 131  Sample  2  B,Found in Sample: [S12] F3: 131  Sample  3  B,Found in Sample Group: C,Found in Sample Group: A,Found in Sample Group: AB,Found in Sample Group: B,Modifications,normalized Abundance: F2: 129C  Sample  2  A,normalized Abundance: F2: 130C  Sample  2  AB,normalized Abundance: F1: 130C  Sample  1  AB,normalized Abundance: F3: 129C  Sample  3  A,normalized Abundance: F3: 130C  Sample  3  AB,normalized Abundances Count: F1: 128C  Sample  1  C,average_normalized : F,P VALUE of : F,average_normalized ,P VALUE of ,average_normalized_of_CONTROL
30,10493.6,11888.6,7480.3,12352.2,13942.2,8894.8,8864.0,10031.1,6490.8,12814.4,14261.4,8914.0,46.0,45.0,49.0,46.0,45.0,49.0,46.0,45.0,49.0,46.0,45.0,49.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,47.15696291112666,48.80249295396591,47.67889601958675,44.167870963323175,44.30163101037916,46.0,45.92338349145496,0.43635885945941333,45.150815505189584,0.139268883099473,47.97972793254628
31,50868.9,52993.8,40368.5,56049.4,58781.1,44674.7,38568.0,40547.5,31127.9,55483.2,58408.4,44228.6,41.0,43.0,43.0,41.0,43.0,43.0,41.0,43.0,43.0,41.0,43.0,43.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,198.8164100769769,197.2684035699906,207.45483547872539,221.83594739906167,212.4571300807268,41.0,214.6453914388935,0.25699797399917396,126.7285650403634,0.5582656799478973,198.04240682348376
32,8746.4,7896.8,4343.2,9136.6,7852.2,4466.0,6565.4,5690.6,3166.1,8966.4,7841.0,4310.5,62.0,57.0,47.0,62.0,57.0,47.0,61.0,57.0,47.0,62.0,57.0,46.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,26.558642407277816,27.68544490672393,35.314871832919096,22.176295332351632,21.60956953564452,62.0,28.745583582635362,0.8458453256211602,41.80478476782226,0.5997571829025199,27.122043657000873
33,10226.2,13608.0,8849.6,11787.2,15565.2,9905.5,7810.5,10186.3,6595.5,10005.8,13173.6,8516.0,32.0,32.0,30.0,32.0,32.0,30.0,32.0,32.0,30.0,32.0,32.0,30.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],52.64646606018195,49.55755938800161,42.01218607411804,49.18658607581932,45.01623949728165,32.0,45.59938607496868,0.3447470058489998,38.50811974864082,0.2910220106302107,51.10201272409178
34,11163.8,14344.9,8730.1,11367.0,14320.3,8663.8,9531.9,12144.6,7585.4,13040.8,16748.8,10167.3,46.0,45.0,43.0,46.0,45.0,43.0,46.0,45.0,43.0,46.0,45.0,43.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,48.43581758805691,59.08492148704872,51.27148792521423,43.02082120475326,51.7725999670503,46.0,47.146154564983746,0.4351253066927735,48.88629998352515,0.526231495804369,53.76036953755282
35,13009.3,11027.3,8749.4,14744.4,12529.4,10135.5,9846.4,8327.2,6688.7,13346.6,11229.6,9017.9,42.0,44.0,38.0,42.0,44.0,38.0,42.0,44.0,38.0,42.0,44.0,38.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,42.378423139724745,40.51281707153402,52.963163556775605,50.328670251018806,45.652357080656174,42.0,51.6459169038972,0.031002965464222623,43.82617854032809,0.39862289714448973,41.44562010562939
36,6593.2,6859.0,5656.7,7116.8,7241.6,5889.9,4723.5,4827.3,4011.9,6685.3,7013.5,5609.1,53.0,50.0,53.0,53.0,50.0,53.0,53.0,50.0,53.0,53.0,50.0,53.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],24.493398647072546,23.48538786740035,25.40740809437252,29.246789493510494,27.382404857727888,53.0,27.32709879394151,0.31862308339897827,40.191202428863946,0.42563172591584736,23.989393257236447
37,2556.3,1179.2,637.1,2850.3,1326.7,708.2,2156.5,1008.8,566.3,2984.9,1444.3,798.3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,High,High,High,High,High,High,Not Found,Not Found,High,High,High,High,Not Found,Not Found,High,High,High,Not Found,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],4.487322136692326,4.907931821232049,11.59967726379048,3.5166261429403107,3.865165101555697,2.0,7.558151703365396,0.6077756471042266,2.9325825507778482,0.29810345239515484,4.697626978962187
38,5831.9,6154.8,3835.5,6455.9,6789.1,4328.1,5028.9,5343.0,3334.3,7721.2,8193.2,5094.2,34.0,33.0,30.0,34.0,33.0,30.0,34.0,33.0,30.0,34.0,33.0,30.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],22.962899463494285,25.99432962018521,27.05013540082353,21.49154138556899,22.7575843159406,34.0,24.27083839319626,0.9551317963606929,28.378792157970302,0.6123774635357273,24.478614541839747
39,37751.7,39174.8,27214.5,44445.3,45927.7,31865.1,37363.6,37818.2,26147.1,52484.9,53168.0,36724.2,35.0,35.0,34.0,35.0,36.0,34.0,35.0,36.0,34.0,35.0,36.0,34.0,High,High,High,High,Not Found,Not Found,Not Found,Not Found,High,High,High,Not Found,Not Found,Not Found,High,High,High,High,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],155.34211569862373,183.990034894645,200.97644396631674,158.22881065716928,178.4616959683683,35.0,179.602627311743,0.741226786905117,106.73084798418415,0.5389472168040901,169.66607529663435
40,4630.3,5999.1,4095.2,5248.0,6705.0,4669.8,3620.8,4730.7,3210.8,4860.2,6249.5,4414.5,49.0,50.0,46.0,49.0,50.0,46.0,49.0,49.0,46.0,49.0,50.0,46.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,22.678446466060183,23.015417393638437,19.476054457098343,23.18828122324578,21.914660265009772,49.0,21.332167840172062,0.5637368860638367,35.457330132504886,0.522669839621581,22.846931929849312
41,32430.2,32699.3,26495.5,35593.1,36404.2,29273.1,23405.8,23860.1,18861.1,32752.5,33004.0,26733.8,32.0,33.0,32.0,32.0,33.0,32.0,32.0,33.0,32.0,32.0,33.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,123.1306041520877,116.08222050731445,125.89831954594354,145.35801856100818,128.73258961142884,32.0,135.62816905347586,0.32652221632870393,80.36629480571442,0.5657510858336052,119.60641232970107
42,20599.7,17276.5,12494.9,24002.5,19793.3,14593.3,15888.4,13213.5,10043.9,21918.4,18055.3,13251.3,47.0,43.0,46.0,47.0,43.0,46.0,47.0,43.0,46.0,47.0,43.0,46.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],66.94724749241894,64.28524694671856,85.46269985532514,72.46424779973289,68.55259008213892,47.0,78.96347382752901,0.2783456352680222,57.77629504106946,0.5989636794482838,65.61624721956875
43,8535.9,9561.4,7640.1,9756.3,10902.5,8760.4,7826.5,8707.0,7040.3,12142.7,13849.3,10882.1,46.0,45.0,44.0,46.0,45.0,44.0,46.0,45.0,44.0,46.0,45.0,44.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,36.875728947982275,42.36058918266004,42.098249063323074,43.50049655833704,48.05213113982443,46.0,42.79937281083006,0.4456008429582772,47.02606556991222,0.1940889544896547,39.61815906532116
44,11428.6,11479.0,11662.2,13741.6,14027.7,14287.9,10488.9,10661.5,11128.9,15033.3,15090.3,15523.1,32.0,29.0,31.0,32.0,29.0,31.0,32.0,29.0,31.0,32.0,29.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,47.446151154653606,51.869463830358335,56.4191304670401,70.9477586384028,75.95803619760409,32.0,63.683444552721454,0.28513863556619795,53.979018098802044,0.8765296610770754,49.65780749250597
45,4262.4,4405.4,2504.8,4845.5,5076.6,2952.4,3210.8,3261.2,1882.0,4258.4,4408.3,2530.8,37.0,35.0,31.0,37.0,35.0,31.0,37.0,35.0,31.0,37.0,35.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],17.17067879636109,15.866125352301703,17.270690358719442,14.660388342864971,12.845206994751585,37.0,15.965539350792206,0.7522518612845097,24.922603497375793,0.6128591259727294,16.518402074331398
46,5578.7,4667.8,4245.1,6486.3,5363.2,4842.0,4688.6,3934.7,3562.3,6597.2,5549.6,4975.9,44.0,40.0,43.0,44.0,40.0,43.0,44.0,40.0,43.0,44.0,40.0,43.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,18.140051317937953,19.142782847939873,25.21968319916905,24.04335467963426,24.31375179458213,44.0,24.631518939401655,0.01741748924262654,34.156875897291066,0.35935659218693117,18.641417082938915
47,14382.2,16721.5,12367.2,17249.0,20282.1,15216.3,14542.6,17128.7,12994.2,21281.6,25025.5,18703.5,38.0,39.0,38.0,38.0,39.0,38.0,38.0,39.0,38.0,38.0,39.0,38.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,68.60052484254723,83.33315997852637,78.22372667581705,75.55780623951235,88.68926074984115,38.0,76.8907664576647,0.920868645997146,63.34463037492058,0.70655952573061,75.9668424105368
48,19617.8,19739.7,16174.5,16952.7,16927.3,14021.9,11933.2,11830.6,9837.8,18638.8,18604.1,15293.3,34.0,34.0,34.0,34.0,34.0,34.0,33.0,34.0,34.0,34.0,33.0,34.0,High,High,High,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,57.25352227665034,57.557274191383705,64.18792892384168,69.62691346186774,67.14589658499847,34.0,66.90742119285471,0.17649295225246947,50.572948292499234,0.751059804315481,57.40539823401702
49,6810.9,6490.4,4215.8,5760.3,5512.0,3576.1,3991.1,3859.0,2480.8,6540.8,6448.1,4014.7,8.0,9.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,18.64334033123396,18.77449335659643,21.46787476351226,17.757422691003732,16.93219421497329,8.0,19.612648727257998,0.7114176961591132,12.466097107486645,0.3952917155586458,18.708916843915198
50,22070.7,23407.0,15923.4,23799.0,25077.4,17250.0,19108.7,20648.8,14203.0,26741.0,28856.2,19376.1,30.0,30.0,29.0,30.0,30.0,29.0,30.0,30.0,28.0,30.0,30.0,29.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,84.8197574061115,100.4588645819353,102.78449011388508,85.65631313996097,96.93967850502484,30.0,94.22040162692304,0.9041310259277904,63.46983925251242,0.540439451371173,92.6393109940234
51,22544.8,26330.5,15682.1,27429.0,32302.2,19032.8,16740.6,19644.6,11835.1,21220.7,24819.1,14660.7,33.0,36.0,37.0,33.0,36.0,37.0,33.0,36.0,37.0,33.0,36.0,37.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,109.25633310006998,95.57331230707287,90.04662981785806,94.50895517276805,80.77806020381747,33.0,92.27779249531307,0.3621535577984678,56.88903010190874,0.2905100836769048,102.41482270357142
52,16070.9,16613.4,9561.1,16723.9,17417.5,10048.0,12266.8,13015.7,7486.1,17631.8,18301.2,10383.3,46.0,44.0,44.0,46.0,44.0,44.0,46.0,44.0,44.0,46.0,44.0,44.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,58.91153487287147,63.32292645282512,65.98234224876656,49.89418170610596,51.094848078326166,46.0,57.938261977436255,0.7615158031133967,48.54742403916308,0.06699169860683195,61.1172306628483
53,10830.2,10701.4,8244.0,13287.2,13170.3,10309.6,10145.3,10145.2,8072.4,14021.8,13896.0,10883.2,39.0,38.0,33.0,39.0,38.0,33.0,39.0,38.0,33.0,39.0,38.0,33.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,44.5461511546536,49.357603006307876,54.570927773862074,51.19317831581111,55.09651909906094,39.0,52.882053044836596,0.1956414112341335,47.04825954953047,0.992474636918806,46.95187708048074
54,27425.1,22827.0,14676.2,30671.8,25814.2,16799.5,23997.2,20180.1,13046.2,33847.2,28038.6,18040.4,40.0,38.0,39.0,40.0,38.0,39.0,40.0,37.0,39.0,40.0,38.0,39.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,87.31184977839982,98.17858341162258,129.07942278443448,83.41931783158111,89.04417613970676,40.0,106.2493703080078,0.659522956589156,64.52208806985338,0.4496615828875348,92.7452165950112
55,7652.7,7537.7,6019.6,8581.9,8614.0,6798.7,6498.2,6420.8,5242.4,9933.7,9765.2,7675.7,52.0,52.0,49.0,52.0,52.0,49.0,52.0,52.0,49.0,52.0,52.0,49.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,29.13529274550968,31.23795463696148,34.95340727825796,33.75951166055957,35.78093153522088,52.0,34.35645946940876,0.10284117367443046,43.890465767610436,0.3365022463957262,30.18662369123558
56,4309.9,5629.9,5184.2,4989.5,6451.7,5835.3,3547.0,4657.4,4249.4,4957.7,6619.4,6003.4,46.0,42.0,48.0,46.0,42.0,48.0,46.0,42.0,48.0,46.0,42.0,48.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,21.82170515512013,22.658804187357397,19.07908891939014,28.975668641484884,29.003412647979477,46.0,24.027378780437513,0.7794233594623514,37.50170632398974,0.3228779696052982,22.240254671238766
57,10645.6,8426.2,6693.2,12492.4,10028.4,7808.2,8303.5,6685.8,5270.9,11845.4,9406.8,7375.0,36.0,32.0,32.0,36.0,32.0,32.0,36.0,32.0,32.0,36.0,32.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,33.919244226731976,32.52721111260234,44.66400192899803,38.7722680730112,35.975452470051074,36.0,41.71813500100461,0.1973105610444012,35.987726235025534,0.1569214525899661,33.22322766966715
58,12212.5,12778.7,8683.1,14244.5,14843.9,9906.8,12478.6,13124.6,8767.9,15693.1,16554.8,10984.4,40.0,42.0,41.0,40.0,42.0,41.0,40.0,42.0,41.0,40.0,42.0,41.0,High,High,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,50.20679962677863,63.85273788753187,67.12160106836815,49.193041334200885,59.8435124385135,40.0,58.15732120128452,0.9299712393924582,49.92175621925675,0.6213970454409355,57.02976875715525
59,4157.0,4895.1,3110.7,4524.7,5419.2,3470.6,3242.1,3818.5,2474.6,4453.2,5240.2,3378.9,40.0,39.0,39.0,40.0,39.0,39.0,40.0,39.0,39.0,40.0,39.0,39.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,18.329461161651505,18.577456046168297,17.43905108135178,17.233553645423104,16.889877380027773,40.0,17.336302363387443,0.022018199877090625,28.444938690013885,0.5461084526714365,18.4534586039099
60,46.1,0.0,7.4,51.4,0.0,6.3,56.9,0.0,1.2,66.6,0.0,6.7,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,High,Not Found,High,High,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,High,Not Found,High,High,Not Found,High,High,Not Found,High,High,Not Found,High,High,High,High,High,0.0,0.0,0.0,0.3060615053603888,0.031283175233724876,0.008190355150744899,1.0,0.16867234029705683,0.43515497805334014,0.5040951775753725,0.494785974555179,0.0
61,5694.5,6200.4,4113.4,6744.4,7393.6,5000.5,5359.0,5833.8,3898.8,7610.3,8472.6,5710.6,33.0,36.0,33.0,33.0,36.0,33.0,33.0,36.0,32.0,33.0,36.0,33.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,25.007511080009333,28.38212991544759,28.825722446859814,24.830399643847816,26.61046388477018,33.0,26.828061045353813,0.9641074175890243,29.80523194238509,0.5037019039964492,26.69482049772846
62,4470.0,4623.5,2448.7,4827.6,5023.0,2728.2,3419.9,3519.8,1900.2,5076.6,5163.7,2834.3,30.0,38.0,28.0,30.0,38.0,28.0,30.0,38.0,28.0,30.0,38.0,28.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,16.98938651737812,17.124245067776137,18.39542604889268,13.547104551214,12.969427381204548,30.0,15.97126530005334,0.7319666983666013,21.484713690602273,0.6947310141793515,17.056815792577126
63,18319.1,16520.1,14992.3,19484.1,17506.3,15973.2,15061.2,13893.5,12562.8,20958.4,19164.1,17370.3,35.0,39.0,39.0,35.0,39.0,39.0,35.0,39.0,39.0,35.0,39.0,39.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,59.21188476790296,67.59352771440075,81.0132433134251,79.31625629259273,85.74482807314835,35.0,80.1647498030089,0.1442108347170083,60.37241403657418,0.9245628163435313,63.402706241151854
64,6407.8,7546.9,4354.5,7517.4,8911.9,5129.1,5078.1,6043.4,3428.9,6570.0,7959.6,4485.7,43.0,47.0,38.0,43.0,47.0,38.0,43.0,47.0,38.0,43.0,47.0,38.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,30.142885467693024,29.401858810897863,27.314779092629003,25.46897366528544,23.403257313657654,43.0,26.39187637895722,0.13288269963629387,33.20162865682883,0.7856890273193439,29.77237213929544
65,11380.6,13729.0,8788.0,12614.8,15368.3,9798.3,9097.4,11298.5,7061.5,13242.4,15996.5,10083.0,37.0,38.0,36.0,37.0,38.0,36.0,37.0,38.0,36.0,37.0,38.0,36.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,51.98048752041054,54.96854449067239,48.93433987461513,48.654275538508955,48.19682741415426,37.0,48.79430770656204,0.19405222871488756,42.59841370707713,0.28714572407378997,53.47451600554147
66,20649.2,18730.9,13728.8,23171.4,20980.0,15486.9,15577.3,14103.5,10368.3,23319.0,20641.8,15104.3,27.0,30.0,28.0,27.0,30.0,28.0,27.0,30.0,28.0,27.0,30.0,28.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,70.96104501982738,68.61520265736142,83.78931260896984,76.90149309955139,70.76671609122361,27.0,80.34540285426061,0.17233347204817198,48.88335804561181,0.5142855415930732,69.7881238385944
67,32327.1,32414.1,19735.0,40938.2,40872.8,25189.4,29635.2,29245.7,18084.4,41532.7,41226.0,25400.6,30.0,30.0,29.0,31.0,30.0,29.0,31.0,30.0,29.0,31.0,30.0,29.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],138.24483321670166,142.2838041873574,159.405868605557,125.08006575117292,123.43138224010923,30.0,142.24296717836495,0.9270407837502637,76.71569112005461,0.40322730579579585,140.26431870202953
68,5513.2,6496.9,5957.0,6274.6,7449.9,6833.0,4119.7,4814.7,4589.5,5393.3,6315.3,5923.5,27.0,35.0,33.0,27.0,35.0,33.0,27.0,35.0,33.0,27.0,35.0,33.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],25.197935619314205,23.424087370822708,22.15960603924769,33.92983117016541,31.324695803619765,27.0,28.04471860470655,0.6395903767201383,29.16234790180988,0.23423156443221277,24.311011495068456
69,5825.9,6214.9,2826.1,6186.0,6486.9,3030.3,4312.4,4728.0,2130.1,5955.9,6323.4,2863.6,49.0,39.0,31.0,49.0,39.0,31.0,49.0,39.0,31.0,49.0,39.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],21.940762771168647,23.00228157294323,23.196127165485773,15.047207287421665,14.538562922168092,49.0,19.12166722645372,0.5609115243212486,31.769281461084045,0.6849732534156476,22.471522172055938
70,6365.5,6727.9,4211.7,7803.8,8305.4,5254.4,5500.1,5831.7,3700.7,6758.6,7119.1,4464.6,39.0,36.0,37.0,39.0,36.0,37.0,39.0,36.0,37.0,39.0,36.0,37.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,28.091509213902494,28.371913166017983,29.584690432911678,26.09116126160063,25.258372755301373,39.0,27.83792584725615,0.8589188280713328,32.12918637765068,0.6715033927328242,28.231711189960237
71,7084.7,7842.9,4546.4,7943.4,8757.7,5188.7,5364.0,5959.8,3494.7,7305.9,8173.2,4627.7,40.0,40.0,39.0,40.0,40.0,39.0,40.0,40.0,39.0,40.0,40.0,39.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,29.62133193375321,28.995134881223997,28.852617130986385,25.764922434163214,23.852361787756834,40.0,27.3087697825748,0.412533517430181,31.926180893878417,0.8004002369998655,29.308233407488604
72,18514.6,18743.6,11041.5,21355.2,21896.4,13108.5,15810.0,16610.9,9955.9,22707.6,23591.7,13979.1,35.0,37.0,38.0,35.0,37.0,38.0,35.0,37.0,38.0,35.0,37.0,38.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,74.06060181945416,80.8140014763119,85.0409912082205,65.09134961131468,67.95196403775095,35.0,75.0661704097676,0.8535164729769456,51.47598201887548,0.3519867646609226,77.43730164788303
73,29097.6,28320.4,19226.3,32213.6,31480.7,21635.4,21621.6,21112.2,14413.0,28561.7,27865.5,18875.8,34.0,34.0,32.0,34.0,34.0,32.0,34.0,34.0,32.0,34.0,34.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],106.47775833916492,102.7133606227352,116.3012204622176,107.43238245265574,98.3729906564052,34.0,111.86680145743668,0.32360103328029904,66.1864953282026,0.4435345543870118,104.59555948095006
74,6978.3,8539.8,4227.1,7748.2,9261.5,4635.6,5221.8,6386.7,3094.5,7254.3,8877.7,4294.7,35.0,36.0,36.0,35.0,36.0,36.0,35.0,36.0,36.0,35.0,36.0,36.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,31.32534406344763,31.07205408669977,28.08773231442668,23.01845827197699,21.12087834498341,35.0,25.553095293201835,0.2679572335105126,28.060439172491705,0.7296246764336058,31.198699075073698
