,Abundance: F1: 128C  Sample  1  C,Abundance: F2: 128C  Sample  2  C,Abundance: F3: 128C  Sample  3  C,Abundance: F1: 12       9C  Sample  1  A,Abundance: F2: 129C  Sample  2  A,Abundance: F3: 129C  Sample  3  A,Abundance: F1: 130C  Sample  1  AB,Abundance: F2: 130C  Sample  2  AB,Abundance: F3: 130C  Sample  3  AB,Abundance: F1: 131  Sample  1  B,Abundance: F2: 131  Sample  2  B,Abundance: F3: 131  Sample  3  B,Abundances Count: F1: 128C  Sample  1  C,Abundances Count: F2: 128C  Sample  2  C,Abundances Count: F3: 128C  Sample  3  C,Abundances Count: F1: 129C  Sample  1  A,Abundances Count: F2: 129C  Sample  2  A,Abundances Count: F3: 129C  Sample  3  A,Abundances Count: F1: 130C  Sample  1  AB,Abundances Count: F2: 130C  Sample  2  AB,Abundances Count: F3: 130C  Sample  3  AB,Abundances Count: F1: 131  Sample  1  B,Abundances Count: F2: 131  Sample  2  B,Abundances Count: F3: 131  Sample  3  B,Found in File: [F1],Found in File: [F2],Found in File: [F3],Found in Fraction: F1.1,Found in Fraction: F1.2,Found in Fraction: F1.3,Found in Fraction: F1.4,Found in Fraction: F1.5,Found in Fraction: F1.6,Found in Fraction: F2.1,Found in Fraction: F2.2,Found in Fraction: F2.3,Found in Fraction: F2.4,Found in Fraction: F2.5,Found in Fraction: F2.6,Found in Fraction: F3.1,Found in Fraction: F3.2,Found in Fraction: F3.3,Found in Fraction: F3.4,Found in Fraction: F3.5,Found in Fraction: F3.6,Found in Sample: [S1] F1: 128C  Sample  1  C,Found in Sample: [S5] F2: 128C  Sample  2  C,Found in Sample: [S9] F3: 128C  Sample  3  C,Found in Sample: [S2] F1: 129C  Sample  1  A,Found in Sample: [S6] F2: 129C  Sample  2  A,Found in Sample: [S10] F3: 129C  Sample  3  A,Found in Sample: [S3] F1: 130C  Sample  1  AB,Found in Sample: [S7] F2: 130C  Sample  2  AB,Found in Sample: [S11] F3: 130C  Sample  3  AB,Found in Sample: [S4] F1: 131  Sample  1  B,Found in Sample: [S8] F2: 131  Sample  2  B,Found in Sample: [S12] F3: 131  Sample  3  B,Found in Sample Group: C,Found in Sample Group: A,Found in Sample Group: AB,Found in Sample Group: B,Modifications,normalized Abundance: F3: 128C  Sample  3  C,normalized Abundances Count: F1: 130C  Sample  1  AB,normalized Abundance: F1: 128C  Sample  1  C,normalized Abundance: F1: 131  Sample  1  B,normalized Abundance: F2: 128C  Sample  2  C,normalized Abundance: F2: 130C  Sample  2  AB,average_normalized : F1: 1,P VALUE of : F1: 1,average_normalized : F2: 1,P VALUE of : F2: 1,average_normalized_of_CONTROL
84,45.9,273.8,0.0,72.9,312.0,0.0,55.2,217.6,0.0,72.0,272.2,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,High,High,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,High,High,Not Found,High,High,Not Found,High,High,Not Found,High,High,High,High,Acetyl [N-Term],0.0,1.0,0.18788374948833403,0.2761210806807813,1.0353361497939813,1.058649845658301,0.23200241508455766,0.6866944160161157,1.0469929977261412,0.4713768829296798,0.5
85,13033.2,10056.5,6858.2,15316.6,11941.3,8187.5,10614.1,8151.8,5674.4,14824.2,11498.3,7886.8,32.0,34.0,32.0,32.0,34.0,32.0,32.0,34.0,32.0,32.0,34.0,32.0,High,High,High,Not Found,High,High,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,38.36422205933413,32.0,53.34916086778552,56.8510295031672,38.027238825431596,39.65947523822305,55.10009518547636,0.053392278400410234,38.843357031827324,0.448252792232355,35.18211102966707
86,3527.5,4421.5,3420.6,4735.7,6038.5,4804.5,2767.3,3611.5,2814.3,3655.7,4609.7,3517.1,26.0,27.0,22.0,26.0,27.0,22.0,26.0,27.0,22.0,26.0,27.0,22.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,19.134562709772,26.0,14.439214081047894,14.019664370065724,16.719279716267668,17.57037645953563,14.22943922555681,0.24756675166881761,17.14482808790165,0.35614256423574403,22.567281354886
87,7089.7,7279.1,5248.2,7486.2,7785.7,5618.2,5728.0,6005.2,4366.2,8768.7,9280.5,6695.0,39.0,39.0,37.0,39.0,39.0,37.0,39.0,39.0,37.0,39.0,39.0,37.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],29.358010879209907,39.0,29.020466639377815,33.628096113410656,27.524891774891778,29.21601127365454,31.324281376394236,0.6641425724904699,28.370451524273157,0.4368676123251623,34.17900543960495
88,148.6,41.4,82.8,136.0,34.2,78.8,85.0,35.5,42.7,144.2,40.2,76.7,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,High,High,High,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,0.4631765749778172,2.0,0.6082685223086369,0.5530091643634536,0.15654827100610233,0.17271171654811435,0.5806388433360452,0.5524730502590892,0.16462999377710835,0.39732445367008834,1.2315882874889086
89,16532.5,23018.1,11617.5,18169.8,25831.2,12918.3,12563.1,17823.8,8850.3,18829.2,26746.5,13315.1,28.0,31.0,33.0,28.0,31.0,33.0,28.0,31.0,33.0,28.0,31.0,33.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,64.98736545657961,28.0,67.67294310274254,72.21026461603566,87.03970427163198,86.7149040397262,69.94160385938909,0.42282918172095935,86.8773041556791,0.27337237346324406,46.493682728289805
90,8347.6,7470.3,5386.3,9409.0,8495.0,6093.6,6243.5,5693.4,4073.3,8465.2,7673.5,5445.8,31.0,31.0,32.0,31.0,31.0,32.0,31.0,31.0,32.0,31.0,31.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],30.13053122950504,31.0,34.16946377404831,32.46416905804097,28.247887654514162,27.699067239296735,33.316816416044645,0.14270691907186384,27.97347744690545,0.05196479693561677,30.56526561475252
91,73.0,8.2,4.6,91.2,7.1,4.0,60.6,1.5,4.5,81.8,7.1,7.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,High,High,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,0.025732031943212066,1.0,0.2988129349160868,0.3137042277734432,0.031007145464976786,0.007297678164004831,0.306258581344765,0.7446319973517859,0.01915241181449081,0.4956653667278082,0.5128660159716061
92,3725.4,3208.6,3309.4,4272.6,3719.2,3766.1,3162.0,2705.4,2788.2,4367.0,3749.2,3842.6,30.0,31.0,34.0,30.0,31.0,34.0,30.0,31.0,34.0,30.0,31.0,34.0,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,18.512518807144787,30.0,15.249283667621778,16.747510546291277,12.132869138893234,13.162092336599114,15.998397106956528,0.38378680774215,12.647480737746175,0.29043542507113473,24.256259403572393
93,14140.8,13668.0,9933.2,16387.1,15955.4,11519.9,11818.5,11614.0,8520.6,17314.1,16772.9,12254.6,31.0,33.0,30.0,31.0,33.0,30.0,31.0,33.0,30.0,31.0,33.0,30.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,55.56552602137264,31.0,57.88293082275891,66.39983337520992,51.68361758723204,56.503489464501406,62.141382098984415,0.3494754142388281,54.093553525866724,0.5379980467652348,43.282763010686324
94,9562.9,10651.6,5611.8,11004.9,12234.8,6696.6,8320.8,9250.7,4971.0,11324.0,12716.3,6694.2,33.0,33.0,31.0,33.0,33.0,31.0,33.0,33.0,31.0,33.0,33.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,31.391960186721192,33.0,39.14408514121981,43.42770996707177,40.27752568716424,45.005754261172996,41.28589755414579,0.11417947745313377,42.64163997416862,0.11330271800415388,32.195980093360596
95,24681.0,24282.9,15038.8,23135.5,23073.3,14590.9,17380.8,17026.0,10602.1,28434.2,28221.4,16937.9,27.0,29.0,26.0,27.0,29.0,26.0,27.0,29.0,26.0,27.0,29.0,26.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],84.12584391034297,27.0,101.02742529676628,109.04558378185378,91.8223673916445,82.83351228023083,105.03650453931003,0.32895046675196343,87.32793983593767,0.4632878154818854,55.56292195517148
96,9485.4,7921.4,6994.9,10962.7,9342.0,8355.6,8402.7,7019.2,6270.7,12236.9,10270.6,9198.5,27.0,28.0,29.0,27.0,28.0,29.0,27.0,28.0,29.0,27.0,28.0,29.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,39.12891092164654,27.0,38.82685223086369,46.92869516920351,29.953658791008188,34.14924171252181,42.8777737000336,0.3267914256666283,32.051450251765,0.8963774135371191,33.06445546082327
97,8629.4,10573.2,2667.1,9387.8,11500.8,3041.8,6229.2,7545.7,1993.8,9261.1,11385.6,2868.1,38.0,39.0,24.0,38.0,39.0,24.0,37.0,39.0,24.0,38.0,39.0,24.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,14.91954399907411,37.0,35.32296356938191,35.51645750406644,39.98106712564544,36.7107267480875,35.419710536724175,0.5489723705449732,38.34589693686647,0.46077850988907326,25.959771999537054
98,22992.2,20832.4,14667.6,25243.9,23214.3,16275.9,16670.5,15328.3,10712.6,23535.3,21371.3,15001.8,31.0,30.0,30.0,31.0,30.0,30.0,31.0,30.0,30.0,31.0,30.0,30.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],82.04938081092551,31.0,94.11461318051578,90.25822875203322,78.77478746153446,74.57400013421017,92.1864209662745,0.39444153423463396,76.67439379787231,0.5741905596744454,56.524690405462756
99,40.8,476.2,113.1,55.5,497.5,115.0,38.7,345.8,87.8,56.5,526.0,149.9,1.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,High,High,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,0.6326723506037576,1.0,0.16700777732296357,0.2166783480342242,1.8006832524904814,1.6823580727419138,0.19184306267859388,0.1766122269291744,1.7415206626161976,0.09934276203236118,0.8163361753018787
100,20123.1,23462.1,13374.5,23853.2,27599.8,15863.4,17326.0,20252.5,11476.8,25719.8,30314.2,16809.4,34.0,33.0,31.0,34.0,33.0,31.0,34.0,33.0,31.0,34.0,32.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,74.81588287488908,34.0,82.37044617273844,98.63581904018831,88.71862775778438,98.53081801100522,90.50313260646337,0.30196556858989176,93.6247228843948,0.29262084451682824,54.40794143744454
101,4323.9,4832.6,2974.4,4903.5,5483.5,3268.1,3916.2,4371.6,2659.7,5162.8,5974.2,3536.9,38.0,35.0,37.0,38.0,35.0,37.0,38.0,35.0,37.0,38.0,35.0,37.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,16.63855561128043,38.0,17.69914040114613,19.7994154908158,18.27379648463986,21.26835324117568,18.749277945980964,0.568957351016583,19.77107486290777,0.6076343577524335,27.319277805640215
102,10938.8,10132.5,5560.8,13000.4,12007.7,6581.0,9157.2,8588.8,4669.6,13496.3,12543.6,6797.6,27.0,27.0,25.0,27.0,27.0,25.0,27.0,27.0,25.0,27.0,27.0,25.0,High,High,High,Not Found,High,High,High,Not Found,Not Found,Not Found,High,High,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,31.1066702673508,27.0,44.77609496520672,51.758513072111505,38.31462212486309,41.78553214333646,48.26730401865911,0.061797171271936784,40.05007713409978,0.05748327422762581,29.0533351336754
103,1560.7,2812.8,1376.2,1364.4,2577.3,1292.5,975.8,1880.1,860.7,1489.7,2844.0,1318.0,9.0,10.0,9.0,9.0,10.0,9.0,9.0,10.0,9.0,9.0,10.0,9.0,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,7.698352687010533,9.0,6.388456815390914,5.713021859585554,10.63620716632765,9.146909810763654,6.050739337488234,0.12564919508124878,9.891558488545652,0.2613734186068353,8.349176343505267
104,13114.2,12823.3,7270.7,15598.9,14812.5,8621.7,10799.4,10449.0,6095.9,15479.7,14859.0,8549.8,30.0,29.0,27.0,30.0,29.0,27.0,30.0,29.0,27.0,30.0,29.0,27.0,High,High,High,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,40.67171405424173,30.0,53.680720425706106,59.36488184186514,48.48950346841913,50.83562609045765,56.52280113378562,0.105690233776977,49.66256477943839,0.21387184310178062,35.335857027120866
105,18193.3,11885.4,8038.9,21568.6,14111.0,9602.1,15284.6,9844.5,6850.5,22629.6,14197.2,9833.8,20.0,17.0,19.0,20.0,17.0,19.0,20.0,17.0,19.0,20.0,17.0,19.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,44.96896338875815,20.0,74.47114203847728,86.78485565796956,44.94296667188233,47.894661790363706,80.62799884822343,0.11400519400894545,46.41881423112302,0.46335547502086966,32.48448169437907
106,5907.1,5747.3,3283.1,6753.6,6470.1,3801.6,5052.7,4910.5,2858.4,7426.5,7309.8,4238.3,32.0,31.0,32.0,32.0,31.0,32.0,32.0,31.0,32.0,32.0,31.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,18.365398711469464,32.0,24.179697093737214,28.480738967719752,21.73260574766599,23.890165749563817,26.33021803072848,0.8952315840746494,22.811385748614903,0.7871850378554658,25.182699355734734
107,890.3,818.3,827.2,772.6,704.2,812.9,579.3,479.9,610.9,862.0,809.9,882.6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,High,High,High,Not Found,High,Not Found,Not Found,Not Found,High,Not Found,High,Not Found,Not Found,High,High,Not Found,High,Not Found,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4.627290613788049,5.0,3.64428980761359,3.305782938150465,3.094286235852501,2.3347705006039456,3.4750363728820277,0.03426130633760392,2.7145283682282235,0.06971428179052379,4.813645306894024
108,7561.7,8213.2,7774.2,8140.8,8654.4,8273.5,6108.2,6655.5,6419.9,8482.2,9334.7,8873.1,20.0,19.0,20.0,20.0,19.0,20.0,20.0,19.0,20.0,20.0,19.0,20.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,43.48825276802592,20.0,30.952517396643476,32.52936431320171,31.057059406457,32.37979801368944,31.74094085492259,0.9998274102697945,31.71842871007322,0.9986075031969124,31.74412638401296
109,3510.5,4892.7,4792.3,3837.0,5249.2,5232.6,3084.8,4591.1,4524.1,4926.1,7128.7,6828.9,24.0,30.0,31.0,24.0,30.0,31.0,24.0,30.0,31.0,24.0,30.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,26.80774275683809,24.0,14.369627507163326,18.891667438077732,18.50105617274292,22.33624681250839,16.63064747262053,0.1025524663970248,20.418651492625656,0.1823436780316203,25.403871378419044
110,8894.0,10414.8,7444.4,10004.7,11740.5,8493.9,6838.0,8008.9,5826.3,9249.7,10764.1,7703.5,35.0,33.0,35.0,35.0,33.0,35.0,35.0,33.0,35.0,35.0,33.0,35.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],41.643377956097375,35.0,36.40605812525584,35.47273833295865,39.38209982788296,38.964249765132195,35.93939822910724,0.6031637501071231,39.17317479650758,0.8402950473780113,38.321688978048684
111,3741.5,3990.8,3770.1,3893.6,4151.2,3888.7,2645.8,2751.7,2622.1,3805.0,4002.9,3681.9,29.0,26.0,32.0,29.0,26.0,32.0,29.0,26.0,32.0,29.0,26.0,32.0,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],21.089637745457352,29.0,15.31518624641834,14.5922321109774,15.090648307515778,13.387347335928062,14.95370917869787,0.2353948508801474,14.23899782172192,0.2106945040235958,25.044818872728676
112,3081.1,3017.5,2850.7,3357.0,3310.8,3061.9,2297.7,2259.6,2006.3,3013.4,3078.0,2774.5,27.0,27.0,28.0,27.0,27.0,28.0,27.0,27.0,28.0,27.0,27.0,28.0,High,High,High,High,Not Found,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],15.946587708807531,27.0,12.611952517396645,11.556434229492588,11.410251395191155,10.993222386256877,12.084193373444617,0.3366525943519007,11.201736890724016,0.3139042688288081,21.473293854403764
113,3908.9,3318.9,2579.5,4325.2,3652.8,2854.5,2841.5,2417.6,1847.8,3869.1,3348.4,2535.4,29.0,30.0,28.0,29.0,30.0,28.0,29.0,30.0,28.0,29.0,30.0,28.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,14.42951660815555,29.0,16.00040933278756,14.838056573083485,12.549953058989203,11.761911152865386,15.419232952935522,0.5458471729722112,12.155932105927295,0.4140949926991349,21.714758304077776
114,14613.5,14478.9,10059.0,14970.6,14913.9,10386.4,10537.4,10292.2,7327.0,15249.5,14900.9,10598.2,30.0,33.0,26.0,30.0,33.0,26.0,30.0,33.0,26.0,30.0,33.0,26.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,56.26924115581961,30.0,59.81784690953746,58.482061386688535,54.749921764982005,50.07277546638035,59.149954148113,0.436901058922135,52.41134861568118,0.6074903713327182,43.1346205779098
115,13743.4,12203.8,6189.1,16296.7,14388.6,7302.4,12323.0,11149.9,5459.5,17800.8,15903.4,7947.4,29.0,26.0,26.0,29.0,26.0,26.0,29.0,26.0,26.0,29.0,26.0,26.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,34.62133019559431,29.0,56.25624232501024,68.26633518031183,46.14695144213216,54.24558784055831,62.26128875266103,0.08100059434462308,50.19626964134524,0.07732486296863204,31.810665097797155
116,8525.8,11495.3,6630.2,9460.3,12680.6,7451.4,5740.2,7768.9,4569.5,8070.4,10903.6,6243.4,30.0,31.0,31.0,30.0,31.0,31.0,30.0,31.0,31.0,30.0,31.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,37.088808302148834,30.0,34.8988948014736,30.950105132308018,43.46785844677411,37.79662125889142,32.92449996689081,0.8959023181495072,40.63223985283277,0.26458200900708445,33.54440415107442
117,21075.6,25196.6,16283.6,17313.3,19945.6,13333.9,11523.3,13217.8,8884.7,18489.6,22014.1,14295.2,27.0,25.0,23.0,27.0,25.0,23.0,27.0,25.0,23.0,27.0,25.0,23.0,High,High,High,Not Found,Not Found,Not Found,High,High,High,Not Found,Not Found,High,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,91.08915551097566,27.0,86.26934097421204,70.90789351882464,95.27739529546758,64.30616695745537,78.58861724651834,0.6507652864761708,79.79178112646147,0.6378170096380242,59.04457775548783
118,6247.4,6239.7,5761.7,7132.4,6986.2,6441.9,4741.4,4640.3,4221.1,6229.0,5986.9,5354.4,31.0,29.0,29.0,31.0,29.0,29.0,31.0,29.0,29.0,31.0,29.0,29.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],32.230488792870645,31.0,25.572656569791242,23.888308493897036,23.594547019245812,22.575610656287747,24.73048253184414,0.027631667499811052,23.08507883776678,0.009728731186455699,31.615244396435322
119,105.8,24.5,68.2,128.7,34.6,72.4,89.9,20.9,54.4,135.7,23.5,77.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,High,High,High,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,0.38150534315805723,1.0,0.4330740892345477,0.5204115367830836,0.09264330047462578,0.1016809824184673,0.47674281300881566,0.6139572120536039,0.09716214144654654,0.30570719280423686,0.6907526715790286
120,5844.2,7669.2,5754.2,6807.3,8789.2,6612.9,4432.2,5785.0,4248.9,5698.1,7577.4,5757.0,28.0,29.0,31.0,28.0,29.0,31.0,28.0,29.0,31.0,28.0,29.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],32.188534392963234,28.0,23.922226770364308,21.85229902537722,29.0,28.14471211917863,22.887262897870762,0.13257670174930042,28.572356059589318,0.598523127620922,30.094267196481617
121,18292.2,19723.7,12942.3,20618.4,22412.9,14477.1,13501.1,14669.3,9523.4,18885.8,20397.6,13229.7,20.0,20.0,19.0,20.0,20.0,19.0,20.0,20.0,18.0,20.0,20.0,19.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],72.39819065622468,20.0,74.87597216537046,72.42732646557081,74.5823945131174,71.36788686082404,73.65164931547064,0.48487780072316394,72.97514068697072,0.4926568224436809,46.19909532811234
122,6849.4,6190.7,4418.4,7650.9,6930.8,5119.3,5146.2,4665.9,3345.6,6790.1,6118.9,4383.1,28.0,26.0,27.0,28.0,26.0,27.0,28.0,26.0,27.0,28.0,26.0,27.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],24.716176073453955,28.0,28.03683995088007,26.040135415702405,23.40926041829656,22.700157696953426,27.038487683291237,0.7632838621942735,23.054709057624994,0.2826628396277158,26.358088036726976
123,12378.3,11079.7,8738.6,14767.4,13158.0,10388.2,11428.6,10345.4,8258.4,16769.2,14763.9,11626.9,20.0,20.0,21.0,20.0,20.0,21.0,20.0,20.0,21.0,20.0,20.0,21.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,48.88302920412021,20.0,50.668440442079415,64.31013369655774,41.89632556198821,50.33159978526372,57.48928706931858,0.3299724003071131,46.11396267362596,0.5640748626523702,34.44151460206011
124,3493.3,3554.9,2690.9,3855.6,3925.5,2970.7,2564.2,2631.9,2001.8,3530.0,3576.7,2807.1,31.0,25.0,29.0,31.0,25.0,29.0,31.0,25.0,29.0,31.0,25.0,29.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],15.052679294780296,31.0,14.299222267703646,13.537602983377194,13.442353830908049,12.804506106562878,13.91841262554042,0.4574802881817239,13.123429968735463,0.43131188299285284,23.02633964739015
125,16622.7,17548.4,9188.8,20436.3,20974.6,11130.0,16261.8,17009.1,8937.0,21611.6,22514.3,11769.5,28.0,25.0,26.0,28.0,25.0,26.0,28.0,25.0,26.0,28.0,25.0,25.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,51.4014119825624,28.0,68.04216127711831,82.88081037834407,66.35680383873155,82.75129177291637,75.4614858277312,0.14505282493890226,74.55404780582396,0.14925990488462454,39.7007059912812
126,6247.5,6288.8,4721.3,6612.1,6570.3,5015.0,4616.8,4591.5,3435.9,6574.4,6559.6,4911.1,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,26.410574437714597,23.0,25.5730659025788,25.212922678162894,23.78021175611537,22.33819286001879,25.392994290370847,0.7560377089808809,23.05920230806708,0.5041506568087772,24.7052872188573
127,5247.4,3977.5,2868.7,5777.0,4510.1,3248.3,4308.3,3393.4,2426.2,6176.0,4763.0,3457.0,28.0,26.0,24.0,28.0,26.0,24.0,28.0,26.0,24.0,28.0,25.0,24.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,16.047278268585316,28.0,21.47932869422841,23.685052698395907,15.040356230115266,16.50929405448933,22.58219069631216,0.9409180434170075,15.774825142302298,0.484162187250276,22.023639134292658
