,Abundance: F1: 128C  Sample  1  C,Abundance: F2: 128C  Sample  2  C,Abundance: F3: 128C  Sample  3  C,Abundance: F1: 12       9C  Sample  1  A,Abundance: F2: 129C  Sample  2  A,Abundance: F3: 129C  Sample  3  A,Abundance: F1: 130C  Sample  1  AB,Abundance: F2: 130C  Sample  2  AB,Abundance: F3: 130C  Sample  3  AB,Abundance: F1: 131  Sample  1  B,Abundance: F2: 131  Sample  2  B,Abundance: F3: 131  Sample  3  B,Abundances Count: F1: 128C  Sample  1  C,Abundances Count: F2: 128C  Sample  2  C,Abundances Count: F3: 128C  Sample  3  C,Abundances Count: F1: 129C  Sample  1  A,Abundances Count: F2: 129C  Sample  2  A,Abundances Count: F3: 129C  Sample  3  A,Abundances Count: F1: 130C  Sample  1  AB,Abundances Count: F2: 130C  Sample  2  AB,Abundances Count: F3: 130C  Sample  3  AB,Abundances Count: F1: 131  Sample  1  B,Abundances Count: F2: 131  Sample  2  B,Abundances Count: F3: 131  Sample  3  B,Found in File: [F1],Found in File: [F2],Found in File: [F3],Found in Fraction: F1.1,Found in Fraction: F1.2,Found in Fraction: F1.3,Found in Fraction: F1.4,Found in Fraction: F1.5,Found in Fraction: F1.6,Found in Fraction: F2.1,Found in Fraction: F2.2,Found in Fraction: F2.3,Found in Fraction: F2.4,Found in Fraction: F2.5,Found in Fraction: F2.6,Found in Fraction: F3.1,Found in Fraction: F3.2,Found in Fraction: F3.3,Found in Fraction: F3.4,Found in Fraction: F3.5,Found in Fraction: F3.6,Found in Sample: [S1] F1: 128C  Sample  1  C,Found in Sample: [S5] F2: 128C  Sample  2  C,Found in Sample: [S9] F3: 128C  Sample  3  C,Found in Sample: [S2] F1: 129C  Sample  1  A,Found in Sample: [S6] F2: 129C  Sample  2  A,Found in Sample: [S10] F3: 129C  Sample  3  A,Found in Sample: [S3] F1: 130C  Sample  1  AB,Found in Sample: [S7] F2: 130C  Sample  2  AB,Found in Sample: [S11] F3: 130C  Sample  3  AB,Found in Sample: [S4] F1: 131  Sample  1  B,Found in Sample: [S8] F2: 131  Sample  2  B,Found in Sample: [S12] F3: 131  Sample  3  B,Found in Sample Group: C,Found in Sample Group: A,Found in Sample Group: AB,Found in Sample Group: B,Modifications,normalized Abundance: F2: 128C  Sample  2  C,normalized Abundance: F2: 129C  Sample  2  A,normalized Abundance: F1: 12       9C  Sample  1  A,normalized Abundance: F1: 128C  Sample  1  C,normalized Abundance: F1: 130C  Sample  1  AB,normalized Abundance: F1: 131  Sample  1  B,average_normalized : F1: 12,P VALUE of : F1: 12,average_normalized : F1: 13,P VALUE of : F1: 13,average_normalized_of_CONTROL
75,11386.9,11891.0,9225.3,13487.1,14259.5,10975.3,9174.0,9616.6,7550.4,12664.3,13258.7,10151.0,42.0,40.0,40.0,42.0,40.0,40.0,42.0,40.0,40.0,42.0,40.0,40.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],8359.29919678715,8966.488021926754,9345.116429764812,8665.339768797548,9174.0,9029.252835927478,9005.22809928118,0.5317660435169229,9101.62641796374,0.37598758977555086,8662.893609356952
76,4421.0,5086.9,3900.2,5293.3,5871.2,4700.3,3761.7,4165.6,3249.5,5157.6,5676.7,4494.1,34.0,31.0,37.0,35.0,31.0,37.0,35.0,30.0,36.0,35.0,30.0,37.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3576.059127418766,3691.8576720317233,3667.6902223364605,3364.345618021934,3761.7,3677.2087226755184,3516.017920179197,0.576751617762417,3719.454361337759,0.3647790434325504,3633.958399725245
77,10854.0,10145.3,7330.9,12026.2,11293.7,8329.7,8001.9,7357.7,5472.3,10594.1,9646.8,7224.3,29.0,33.0,32.0,29.0,34.0,32.0,29.0,34.0,32.0,29.0,34.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],7132.082931726907,7101.569183578259,8332.869127361522,8259.807133682441,8001.9,7553.264489083432,8296.338130521981,0.007480798145103248,7777.582244541716,0.20695300640837153,7116.826057652583
78,28447.5,27722.0,18401.1,34385.2,33661.5,22862.4,24036.9,23924.3,15961.5,33999.0,33533.2,22336.1,51.0,46.0,47.0,51.0,46.0,47.0,51.0,46.0,47.0,51.0,46.0,47.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,19488.39393939394,21166.621308607413,23825.26247011952,21648.319830056316,24036.9,24240.231767148467,22736.79115008792,0.2297303477813036,24138.565883574236,0.13359466439937798,20327.507624000675
79,26240.7,27250.2,16172.8,31832.7,33025.1,19826.7,21706.1,22377.1,13242.5,30347.5,31271.5,18706.7,34.0,34.0,35.0,34.0,34.0,35.0,34.0,34.0,35.0,34.0,34.0,35.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],19156.721467688938,20766.44788196874,22056.653229662,19968.96269143365,21706.1,21636.825599386397,21012.807960547827,0.5134249228983954,21671.462799693196,0.27957999122636923,19961.58467482884
80,4393.0,5730.0,2733.7,5153.9,6821.9,3255.7,3856.7,5161.2,2496.0,5334.1,7058.5,3365.6,36.0,39.0,36.0,36.0,38.0,36.0,37.0,39.0,36.0,37.0,39.0,36.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],4028.1544359255204,4289.665460695124,3571.100945893844,3343.0378421104633,3856.7,3803.047744614449,3457.069394002154,0.057759064917851155,3829.8738723072247,0.2295077591571321,4158.909948310322
81,20445.1,21031.3,13129.9,25121.4,25811.9,16373.9,18117.6,18509.9,11752.1,25474.8,26130.6,16498.4,40.0,40.0,34.0,40.0,40.0,34.0,40.0,40.0,34.0,40.0,40.0,34.0,High,High,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,High,High,Not Found,High,High,Not Found,High,High,Not Found,High,High,High,High,Acetyl [N-Term],14784.873366192041,16230.729841380917,17406.44081223493,15558.557474557847,18117.6,18162.741734220235,16482.499143396388,0.49778521249590924,18140.170867110115,0.17032526377939236,15507.80160378648
82,4590.1,5531.5,3555.9,5067.1,6081.9,3987.3,3571.6,4269.1,2870.8,5408.4,6456.5,4269.0,34.0,37.0,26.0,34.0,37.0,26.0,34.0,37.0,26.0,34.0,37.0,26.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3888.6101679445055,3824.3475227431763,3510.9578383241233,3493.0293646872838,3571.6,3856.02133855248,3501.9936015057037,0.04297895073042771,3713.81066927624,0.4945525065315596,3856.478845343841
83,9448.4,10370.0,6629.0,11641.2,12484.7,7933.3,8737.9,9571.3,6068.1,12203.2,13674.5,8512.8,34.0,35.0,31.0,34.0,35.0,31.0,34.0,35.0,31.0,34.0,35.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,7290.04563709383,7850.479540471191,8066.1053437861465,7190.156782926588,8737.9,8700.50284716804,7628.131063356367,0.9230880180301652,8719.20142358402,0.1509237235734309,7570.262588782511
84,45.9,273.8,0.0,72.9,312.0,0.0,55.2,217.6,0.0,72.0,272.2,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,High,High,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,High,High,Not Found,High,High,Not Found,High,High,Not Found,High,High,High,High,Acetyl [N-Term],192.4797006206645,196.18810356892928,50.51189564323352,34.929532654876,55.2,51.3337653235298,42.72071414905476,0.02473256839222786,53.2668826617649,0.00036451805484344173,194.33390209479688
85,13033.2,10056.5,6858.2,15316.6,11941.3,8187.5,10614.1,8151.8,5674.4,14824.2,11498.3,7886.8,32.0,34.0,32.0,32.0,34.0,32.0,32.0,34.0,32.0,32.0,34.0,32.0,High,High,High,Not Found,High,High,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,7069.657082876963,7508.785260088638,10612.764071456111,9918.160893192373,10614.1,10569.19449873709,10265.462482324241,0.028697549814142104,10591.647249368545,0.04031237254450987,7289.221171482801
86,3527.5,4421.5,3420.6,4735.7,6038.5,4804.5,2767.3,3611.5,2814.3,3655.7,4609.7,3517.1,26.0,27.0,22.0,26.0,27.0,22.0,26.0,27.0,22.0,26.0,27.0,22.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3108.28705732019,3797.057254490319,3281.333116565994,2684.3992688469516,2767.3,2606.4006374059427,2982.8661927064727,0.4128001156320894,2686.8503187029714,0.25556450660291974,3452.6721559052544
87,7089.7,7279.1,5248.2,7486.2,7785.7,5618.2,5728.0,6005.2,4366.2,8768.7,9280.5,6695.0,39.0,39.0,37.0,39.0,39.0,37.0,39.0,39.0,37.0,39.0,39.0,37.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],5117.162121212122,4895.710634476323,5187.13516000514,5395.20495998419,5728.0,6251.810944339386,5291.170059994665,0.20226341421395738,5989.905472169693,0.12624119426240632,5006.436377844222
88,148.6,41.4,82.8,136.0,34.2,78.8,85.0,35.5,42.7,144.2,40.2,76.7,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,High,High,High,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,29.1039430449069,21.5052344296711,94.2334404318211,113.08341073016499,85.0,102.81012443962496,103.65842558099304,0.04692933858382041,93.90506221981248,0.04946385856597992,25.304588737289
89,16532.5,23018.1,11617.5,18169.8,25831.2,12918.3,12563.1,17823.8,8850.3,18829.2,26746.5,13315.1,28.0,31.0,33.0,28.0,31.0,33.0,28.0,31.0,33.0,28.0,31.0,33.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,16181.58143483023,16242.865836249122,12589.726220280168,12581.100187728483,12563.1,13424.635194858436,12585.413204004326,0.004534478388235161,12993.867597429218,0.08336393178262229,16212.223635539676
90,8347.6,7470.3,5386.3,9409.0,8495.0,6093.6,6243.5,5693.4,4073.3,8465.2,7673.5,5445.8,31.0,31.0,32.0,31.0,31.0,32.0,31.0,31.0,32.0,31.0,31.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],5251.574534501643,5341.724166083507,6519.429713404446,6352.456792807035,6243.5,6035.424864121452,6435.943253105741,0.016714415476566966,6139.462432060725,0.04564570854559329,5296.649350292575
91,73.0,8.2,4.6,91.2,7.1,4.0,60.6,1.5,4.5,81.8,7.1,7.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,High,High,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,5.764549105512961,4.46453697224166,63.19183652486827,55.55241576919276,60.6,58.320861159232464,59.372126147030514,0.039429745536801404,59.46043057961623,0.002123025034117524,5.1145430388773105
92,3725.4,3208.6,3309.4,4272.6,3719.2,3766.1,3162.0,2705.4,2788.2,4367.0,3749.2,3842.6,30.0,31.0,34.0,30.0,31.0,34.0,30.0,31.0,34.0,30.0,31.0,34.0,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2255.6258853596205,2338.6628038255185,2960.454394036756,2834.9995850212426,3162.0,3113.535460664648,2897.726989528999,0.02275788810334724,3137.767730332324,0.00791189039352194,2297.1443445925697
93,14140.8,13668.0,9933.2,16387.1,15955.4,11519.9,11818.5,11614.0,8520.6,17314.1,16772.9,12254.6,31.0,33.0,30.0,31.0,33.0,30.0,31.0,33.0,30.0,31.0,33.0,30.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,9608.519167579409,10032.88355026825,11354.505968384525,10761.035628890424,11818.5,12344.415919279545,11057.770798637473,0.08828811680387373,12081.457959639773,0.0241481053816778,9820.70135892383
94,9562.9,10651.6,5611.8,11004.9,12234.8,6696.6,8320.8,9250.7,4971.0,11324.0,12716.3,6694.2,33.0,33.0,31.0,33.0,33.0,31.0,33.0,33.0,31.0,33.0,33.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,7488.0086893026655,7693.340415208769,7625.217563295206,7277.290366564568,8320.8,8073.660535050714,7451.253964929887,0.5754395162990706,8197.230267525356,0.06687734885774185,7590.674552255718
95,24681.0,24282.9,15038.8,23135.5,23073.3,14590.9,17380.8,17026.0,10602.1,28434.2,28221.4,16937.9,27.0,29.0,26.0,27.0,29.0,26.0,27.0,29.0,26.0,27.0,29.0,26.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],17070.727984665937,14508.676186144154,16030.424714047038,18782.043473965023,17380.8,20272.702082809876,17406.23409400603,0.4808481815359966,18826.75104140494,0.25829428110421543,15789.702085405046
96,9485.4,7921.4,6994.9,10962.7,9342.0,8355.6,8402.7,7019.2,6270.7,12236.9,10270.6,9198.5,27.0,28.0,29.0,27.0,28.0,29.0,27.0,28.0,29.0,27.0,28.0,29.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,5568.695034684191,5874.32456263121,7595.977481043568,7218.313486809603,8402.7,8724.529901215303,7407.145483926586,0.022502914125415323,8563.61495060765,0.006102961089294491,5721.5097986577
97,8629.4,10573.2,2667.1,9387.8,11500.8,3041.8,6229.2,7545.7,1993.8,9261.1,11385.6,2868.1,38.0,39.0,24.0,38.0,39.0,24.0,37.0,39.0,24.0,38.0,39.0,24.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,7432.893975903615,7231.795325402378,6504.7403829841915,6566.9043375160545,6229.2,6602.876861635304,6535.822360250123,0.05964997719720111,6416.038430817652,0.0777482753843969,7332.344650652996
98,22992.2,20832.4,14667.6,25243.9,23214.3,16275.9,16670.5,15328.3,10712.6,23535.3,21371.3,15001.8,31.0,30.0,30.0,31.0,30.0,30.0,31.0,30.0,30.0,31.0,30.0,30.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],14645.047900693686,14597.338117564728,17491.320197918005,17496.880189704574,16670.5,16779.938430817652,17494.10019381129,0.004699077388711155,16725.219215408826,0.005462516567972114,14621.193009129207
99,40.8,476.2,113.1,55.5,497.5,115.0,38.7,345.8,87.8,56.5,526.0,149.9,1.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,High,High,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,334.76564439576487,312.8319920690459,38.45555841151523,31.048473471000886,38.7,40.282746399714355,34.75201594125806,0.013099718487833726,39.49137319985718,0.023837359664955517,323.7988182324054
100,20123.1,23462.1,13374.5,23853.2,27599.8,15863.4,17326.0,20252.5,11476.8,25719.8,30314.2,16809.4,34.0,33.0,31.0,34.0,33.0,31.0,34.0,33.0,31.0,34.0,32.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,16493.710679079955,17354.975707954276,16527.7139802082,15313.51805157593,17326.0,18337.4191301128,15920.616015892065,0.3219876735228037,17831.7095650564,0.30811067341264586,16924.343193517117
101,4323.9,4832.6,2974.4,4903.5,5483.5,3268.1,3916.2,4371.6,2659.7,5162.8,5974.2,3536.9,38.0,35.0,37.0,38.0,35.0,37.0,38.0,35.0,37.0,38.0,35.0,37.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3397.287805768529,3448.0688010263584,3397.600552628197,3290.4532951289393,3916.2,3680.9161612822177,3344.026923878568,0.3577409596351023,3798.558080641109,0.17995344231938798,3422.6783033974434
102,10938.8,10132.5,5560.8,13000.4,12007.7,6581.0,9157.2,8588.8,4669.6,13496.3,12543.6,6797.6,27.0,27.0,25.0,27.0,27.0,25.0,27.0,27.0,25.0,27.0,27.0,25.0,High,High,High,Not Found,High,High,High,Not Found,Not Found,Not Found,High,High,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,7123.084611171961,7550.538112899463,9007.885433748876,8324.339255014325,9157.2,9622.443012999378,8666.1123443816,0.10193800233387708,9389.82150649969,0.023278824388082736,7336.811362035713
103,1560.7,2812.8,1376.2,1364.4,2577.3,1292.5,975.8,1880.1,860.7,1489.7,2844.0,1318.0,9.0,10.0,9.0,9.0,10.0,9.0,9.0,10.0,9.0,9.0,10.0,9.0,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,1977.3809419496167,1620.6269209237228,945.3831332733582,1187.6802094654677,975.8,1062.1098639230881,1066.5316713694128,0.09143037311628027,1018.954931961544,0.1270379932633495,1799.0039314366697
104,13114.2,12823.3,7270.7,15598.9,14812.5,8621.7,10799.4,10449.0,6095.9,15479.7,14859.0,8549.8,30.0,29.0,27.0,30.0,29.0,27.0,30.0,29.0,27.0,30.0,29.0,27.0,High,High,High,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,High,High,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,9014.700310332237,9314.218859342196,10808.367749646575,9979.80124493627,10799.4,11036.54565387006,10394.084497291424,0.17598976369163036,10917.97282693503,0.013679108444202425,9164.459584837216
105,18193.3,11885.4,8038.9,21568.6,14111.0,9602.1,15284.6,9844.5,6850.5,22629.6,14197.2,9833.8,20.0,17.0,19.0,20.0,17.0,19.0,20.0,17.0,19.0,20.0,17.0,19.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,8355.36243154436,8873.110030324235,14944.730759542474,13844.95569607746,15284.6,16134.202441185415,14394.843227809968,0.02933900673384245,15709.401220592707,0.01001869582485261,8614.236230934297
106,5907.1,5747.3,3283.1,6753.6,6470.1,3801.6,5052.7,4910.5,2858.4,7426.5,7309.8,4238.3,32.0,31.0,32.0,32.0,31.0,32.0,32.0,31.0,32.0,32.0,31.0,32.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,4040.316228550566,4068.4507977606713,4679.52178897314,4495.2558245232685,5052.7,5294.864002433251,4587.388806748204,0.10249009036312197,5173.782001216625,0.0653816396408477,4054.383513155619
107,890.3,818.3,827.2,772.6,704.2,812.9,579.3,479.9,610.9,862.0,809.9,882.6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,High,High,High,Not Found,High,Not Found,Not Found,Not Found,High,Not Found,High,Not Found,Not Found,High,High,Not Found,High,Not Found,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,575.2598211025921,442.8066106834616,535.329088806066,677.5111747851001,579.3,614.579245956704,606.4201317955831,0.4221998599185717,596.939622978352,0.4011265052889804,509.03321589302686
108,7561.7,8213.2,7774.2,8140.8,8654.4,8273.5,6108.2,6655.5,6419.9,8482.2,9334.7,8873.1,20.0,19.0,20.0,20.0,19.0,20.0,20.0,19.0,20.0,20.0,19.0,20.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,5773.828623585251,5441.956165150454,5640.702881377715,5754.393182491848,6108.2,6047.5453364895075,5697.548031934782,0.6857234615979466,6077.872668244754,0.2066104925349612,5607.892394367853
109,3510.5,4892.7,4792.3,3837.0,5249.2,5232.6,3084.8,4591.1,4524.1,4926.1,7128.7,6828.9,24.0,30.0,31.0,24.0,30.0,31.0,24.0,30.0,31.0,24.0,30.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,3439.5377327491783,3300.739080942383,2658.630227477188,2671.462404900701,3084.8,3512.1564077811136,2665.0463161889447,0.06048861150767689,3298.478203890557,0.7960378568556603,3370.138406845781
110,8894.0,10414.8,7444.4,10004.7,11740.5,8493.9,6838.0,8008.9,5826.3,9249.7,10764.1,7703.5,35.0,33.0,35.0,35.0,33.0,35.0,35.0,33.0,35.0,35.0,33.0,35.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],7321.5397590361445,7382.520608817354,6932.186040354711,6768.262819879458,6838.0,6594.749015459078,6850.224430117085,0.07319573826402746,6716.374507729539,0.10380877194352735,7352.030183926749
111,3741.5,3990.8,3770.1,3893.6,4151.2,3888.7,2645.8,2751.7,2622.1,3805.0,4002.9,3681.9,29.0,26.0,32.0,29.0,26.0,32.0,29.0,26.0,32.0,29.0,26.0,32.0,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],2805.5076305220887,2610.3078703055744,2697.84796812749,2847.2515561703385,2645.8,2712.8469035559847,2772.549762148914,0.6545454119989615,2679.3234517779924,0.8209821852680819,2707.9077504138313
112,3081.1,3017.5,2850.7,3357.0,3310.8,3061.9,2297.7,2259.6,2006.3,3013.4,3078.0,2774.5,27.0,27.0,28.0,27.0,27.0,28.0,27.0,27.0,28.0,27.0,27.0,28.0,High,High,High,High,Not Found,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],2121.283771449434,2081.8576067179843,2326.0416141884075,2344.6924414583536,2297.7,2148.4606725822878,2335.3670278233803,0.024606465159182966,2223.080336291144,0.33772065432694814,2101.570689083709
113,3908.9,3318.9,2579.5,4325.2,3652.8,2854.5,2841.5,2417.6,1847.8,3869.1,3348.4,2535.4,29.0,30.0,28.0,29.0,30.0,28.0,29.0,30.0,28.0,29.0,30.0,28.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,2333.1661007667035,2296.9099510146953,2996.9005629096514,2974.641616441063,2841.5,2758.5482140731824,2985.771089675357,0.0026529853537127744,2800.024107036591,0.02757512810377262,2315.0380258906994
114,14613.5,14478.9,10059.0,14970.6,14913.9,10386.4,10537.4,10292.2,7327.0,15249.5,14900.9,10598.2,30.0,33.0,26.0,30.0,33.0,26.0,30.0,33.0,26.0,30.0,33.0,26.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,10178.576834611173,9377.979993002098,10373.023112710449,11120.75654579587,10537.4,10872.42019862733,10746.88982925316,0.21960743495836038,10704.910099313664,0.22540203337602915,9778.278413806634
115,13743.4,12203.8,6189.1,16296.7,14388.6,7302.4,12323.0,11149.9,5459.5,17800.8,15903.4,7947.4,29.0,26.0,26.0,29.0,26.0,26.0,29.0,26.0,26.0,29.0,26.0,26.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,8579.195655348667,9047.667137858642,11291.86844621514,10458.617409346902,12323.0,12691.41791348735,10875.24292778102,0.07468993074354119,12507.208956743674,0.00786582564310514,8813.431396603653
116,8525.8,11495.3,6630.2,9460.3,12680.6,7451.4,5740.2,7768.9,4569.5,8070.4,10903.6,6243.4,30.0,31.0,31.0,30.0,31.0,31.0,30.0,31.0,31.0,30.0,31.0,31.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,8081.12455275648,7973.663032423605,6554.975121449685,6488.065566643611,5740.2,5753.944717597429,6521.5203440466485,0.004078031956361458,5747.072358798714,0.013468322813795893,8027.393792590043
117,21075.6,25196.6,16283.6,17313.3,19945.6,13333.9,11523.3,13217.8,8884.7,18489.6,22014.1,14295.2,27.0,25.0,23.0,27.0,25.0,23.0,27.0,25.0,23.0,27.0,25.0,23.0,High,High,High,Not Found,Not Found,Not Found,High,High,High,Not Found,Not Found,High,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,Not Found,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,0.0,17713.05341365462,12541.953328668063,11996.263413443,16038.36292856437,11523.3,13182.510935082451,14017.313171003685,0.7690007633539017,12352.905467541226,0.46913051545606144,15127.503371161341
118,6247.4,6239.7,5761.7,7132.4,6986.2,6441.9,4741.4,4640.3,4221.1,6229.0,5986.9,5354.4,31.0,29.0,29.0,31.0,29.0,29.0,31.0,29.0,29.0,31.0,29.0,29.0,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Acetyl [N-Term],4386.470372398686,4392.978619080942,4941.989636293535,4754.221401047326,4741.4,4441.083669448154,4848.105518670431,0.12824829567901033,4591.241834724076,0.4075978330744222,4389.724495739814
